1.000000 1.260000 0.983333
1.026000 1.517567 0.969711
1.075157 1.779722 0.959422
1.145613 2.052653 0.952973
1.236317 2.341981 0.951075
1.346884 2.652972 0.954668
1.477492 2.990711 0.964942
1.628814 3.360245 0.983398
1.801957 3.766693 1.011906
1.998431 4.215340 1.052796
2.220122 4.711707 1.108962
2.469280 5.261604 1.183996
2.748513 5.871150 1.282346
3.060776 6.546777 1.409520
3.409376 7.295184 1.572315
3.797957 8.123252 1.779107
4.230487 9.037878 2.040181
4.711226 10.045725 2.368123
5.244676 11.152844 2.778250
5.835493 12.364114 3.289093
6.488355 13.682476 3.922891
7.207767 15.107860 4.706048
7.997776 16.635755 5.669493
8.861574 18.255341 6.848797
9.800951 19.947118 8.283873
10.815567 21.680014 10.017977
11.902012 23.408072 12.095648
13.052618 25.066929 14.559129
14.254049 26.570646 17.442776
15.485709 27.809771 20.765028
16.718115 28.652060 24.517834
17.911510 28.947692 28.654109
19.015128 28.541054 33.074968
19.967720 27.290632 37.620087
20.700012 25.096813 42.066202
21.139692 21.934140 46.139480
21.219137 17.880168 49.545903
20.885240 13.129512 52.018697
20.109667 7.981855 53.373661
18.896886 2.799477 53.555488
17.287145 -2.057709 52.656356
15.352659 -6.299512 50.896467
13.187442 -9.751733 48.572085
10.893525 -12.367148 45.990826
8.567458 -14.203312 43.417185
6.290381 -15.382139 41.042531
4.123129 -16.048743 38.980468
2.105942 -16.340994 37.279279
0.261248 -16.373000 35.941033
-1.402177 -16.230016 34.939831
-2.884961 -15.970407 34.235676
-4.193505 -15.630806 33.783465
-5.337236 -15.231968 33.538051
-6.326709 -14.784070 33.456669
-7.172445 -14.291002 33.499836
-7.884301 -13.753619 33.631521
-8.471232 -13.172077 33.819058
-8.941317 -12.547410 34.033053
-9.301926 -11.882501 34.247409
-9.559984 -11.182547 34.439446
-9.722240 -10.455112 34.590111
-9.795527 -9.709854 34.684179
-9.786960 -8.958005 34.710399
-9.704064 -8.211681 34.661504
-9.554826 -7.483127 34.534064
-9.347656 -6.783978 34.328156
-9.091288 -6.124604 34.046881
-8.794620 -5.513618 33.695770
-8.466520 -4.957561 33.282118
-8.115624 -4.460774 32.814327
-7.750139 -4.025453 32.301298
-7.377670 -3.651842 31.751909
-7.005087 -3.338520 31.174612
-6.638431 -3.082751 30.577155
-6.282863 -2.880841 29.966411
-5.942660 -2.728485 29.348306
-5.621243 -2.621075 28.727829
-5.321226 -2.553951 28.109090
-5.044499 -2.522607 27.495416
-4.792310 -2.522835 26.889458
-4.565362 -2.550827 26.293308
-4.363909 -2.603235 25.708607
-4.187841 -2.677197 25.136647
-4.036777 -2.770338 24.578453
-3.910133 -2.880755 24.034860
-3.807195 -3.006989 23.506572
-3.727175 -3.147993 22.994212
-3.669256 -3.303088 22.498364
-3.632640 -3.471926 22.019607
-3.616568 -3.654453 21.558540
-3.620357 -3.850868 21.115811
-3.643408 -4.061592 20.692138
-3.685226 -4.287231 20.288328
-3.745427 -4.528551 19.905300
-3.823739 -4.786447 19.544106
-3.920010 -5.061913 19.205951
-4.034200 -5.356022 18.892219
-4.166382 -5.669888 18.604500
-4.316733 -6.004641 18.344609
-4.485524 -6.361392 18.114624
-4.673111 -6.741189 17.916909
-4.879918 -7.144972 17.754148
-5.106424 -7.573511 17.629373
-5.353133 -8.027344 17.545992
-5.620554 -8.506688 17.507813
-5.909167 -9.011340 17.519061
-6.219384 -9.540563 17.584381
-6.551502 -10.092944 17.708828
-6.905646 -10.666241 17.897832
-7.281706 -11.257199 18.157130
-7.679255 -11.861356 18.492656
-8.097465 -12.472835 18.910382
-8.535002 -13.084136 19.416089
-8.989916 -13.685931 20.015058
-9.459517 -14.266912 20.711676
-9.940257 -14.813683 21.508946
-10.427599 -15.310773 22.407892
-10.915917 -15.740788 23.406894
-11.398404 -16.084760 24.500962
-11.867039 -16.322747 25.681009
-12.312610 -16.434715 26.933209
-12.724821 -16.401718 28.238532
-13.092510 -16.207348 29.572594
-13.403994 -15.839382 30.905940
-13.647533 -15.291476 32.204891
-13.811927 -14.564698 33.433003
-13.887204 -13.668648 34.553122
-13.865349 -12.621916 35.529899
-13.741005 -11.451650 36.332507
-13.512070 -10.192164 36.937212
-13.180079 -8.882640 37.329392
-12.750335 -7.564192 37.504681
-12.231721 -6.276671 37.469016
-11.636216 -5.055681 37.237587
